city_ascii;lat;lng;iso2
Elmwood Park;41.9225;-87.8163;US
Novo Mesto;45.7981;15.1628;SI
Renfrew;55.8791;-4.3868;GB
Horwich;53.592;-2.54;GB
Cottingham;53.7822;-0.4136;GB
Southgate;51.6316;-0.1265;GB
Guaranda;-1.6056;-79.0031;EC
Kibaha;-6.7586;38.9289;TZ
Tysons;38.9215;-77.2273;US
Tewkesbury;51.99;-2.16;GB
Palm Tree;41.3411;-74.1667;US
Satun;6.6147;100.0681;TH
Villeneuve-le-Roi;48.7333;2.4167;FR
Phetchaburi;13.1119;99.9458;TH
Copiague;40.6728;-73.3932;US
Oak Ridge;28.4727;-81.4169;US
Chilly-Mazarin;48.7025;2.3125;FR
Ashland;37.6942;-122.1159;US
West Puente Valley;34.0512;-117.9681;US
Rosemont;38.5477;-121.3553;US
Southbourne;50.722;-1.798;GB
Peterlee;54.76;-1.33;GB
Kirkstall;53.816;-1.602;GB
Penzance;50.119;-5.537;GB
Ogre;56.8169;24.6047;LV
Cudahy;33.9631;-118.183;US
The Crossings;25.6708;-80.4018;US
Shoreham-by-Sea;50.834;-0.273;GB
Seaham;54.84;-1.34;GB
Allschwil;47.5508;7.5358;CH
Coudekerque-Branche;51.0253;2.3917;FR
Nkhata Bay;-11.6333;34.3;MW
Hialeah Gardens;25.8878;-80.3569;US
Sukhodilsk;48.35;39.7167;UA
Mantes-la-Ville;48.975;1.7117;FR
Carteret;40.5848;-74.2284;US
Woodlawn;38.7332;-77.1149;US
Opfikon;47.4331;8.5719;CH
Tena;-0.989;-77.8159;EC
Wasquehal;50.6694;3.1308;FR
Peto;20.1256;-88.9214;MX
Biddulph;53.12;-2.17;GB
Killingworth;55.0318;-1.5557;GB
Loreto;26.0128;-111.3433;MX
Naas;53.2158;-6.6669;IE
Sacavem;38.7944;-9.1053;PT
Jekabpils;56.4975;25.8664;LV
Caterham;51.2803;-0.0816;GB
Yonabaru;26.1994;127.7547;JP
Nyon;46.382;6.2389;CH
Ciudad Miguel Aleman;26.4003;-99.0253;MX
Bellshill;55.8165;-4.0262;GB
Worcester Park;51.3752;-0.239;GB
Maywood;41.8798;-87.8442;US
Davyhulme;53.4559;-2.3683;GB
Fleury-les-Aubrais;47.9512;1.8745;FR
Hidalgotitlan;17.7833;-94.6333;MX
Winter Gardens;32.8376;-116.9268;US
Le Mee-sur-Seine;48.5333;2.6289;FR
Acheres;48.9602;2.0684;FR
Kilkenny;52.6477;-7.2561;IE
Alloa;56.116;-3.793;GB
Aarau;47.3923;8.0446;CH
West Rancho Dominguez;33.9057;-118.2682;US
Blue Island;41.6578;-87.6812;US
Lamu;-2.2686;40.9003;KE
Bilasuvar;39.4481;48.5428;AZ
Kayanza;-2.9221;29.6293;BI
Sibiti;-3.6833;13.35;CG
Llandudno;53.325;-3.826;GB
Madingou;-4.1536;13.55;CG
Bathgate;55.9024;-3.6431;GB
Mzimba;-11.9;33.6;MW
Sibut;5.7378;19.0867;CF
Rothwell;53.7485;-1.478;GB
Goodmayes;51.5584;0.1119;GB
Uliastay;47.7417;96.8444;MN
Ives Estates;25.9632;-80.183;US
Burnham-on-Sea;51.2376;-2.9935;GB
Ahfir;34.9514;-2.1025;MA
Nogent-sur-Oise;49.2756;2.4683;FR
Modling;48.0856;16.2831;AT
Quedgeley;51.825;-2.28;GB
Kayunga;0.7025;32.8886;UG
Dukinfield;53.4739;-2.0828;GB
Mulanje;-16.0316;35.5;MW
West Carson;33.8229;-118.2931;US
Prestatyn;53.331;-3.405;GB
Bafata;12.1719;-14.6575;GW
Dingle;53.3774;-2.9613;GB
Phichit;16.4431;100.3467;TH
Mouila;-1.8667;11.055;GA
Huanimaro;20.3675;-101.4969;MX
Loei;17.4903;101.725;TH
Willowbrook;33.9199;-118.2362;US
Millbrae;37.5994;-122.4023;US
East Barnet;51.643;-0.163;GB
Molesey;51.401;-0.363;GB
Mbaiki;3.8833;18;CF
Soroca;48.1558;28.2975;MD
Hayesville;44.9794;-122.9739;US
Nsanje;-16.9167;35.2667;MW
Connahs Quay;53.2179;-3.0573;GB
Truro;50.26;-5.051;GB
Phetchabun;16.4169;101.1533;TH
Liversedge;53.7067;-1.69;GB
Bella Union;-30.26;-57.5992;UY
Caacupe;-25.387;-57.14;PY
Antrim;54.7173;-6.2055;GB
Fortin de las Flores;18.9;-97;MX
Mocoa;1.15;-76.63;CO
Monsey;41.1181;-74.0681;US
Telsiai;55.9833;22.25;LT
Guayama;17.9744;-66.1104;PR
Landover;38.9241;-76.8875;US
Linlithgow;55.9791;-3.6105;GB
Keynsham;51.4135;-2.4968;GB
Taurage;55.2514;22.2903;LT
Kegalle;7.2531;80.3453;LK
Ghat;24.95;10.3167;LY
Moreton;53.401;-3.111;GB
Bedlington;55.133;-1.583;GB
Hillside;40.6961;-74.2286;US
Reinach;47.4936;7.5908;CH
Al Karak;31.1833;35.7;JO
Massapequa;40.6676;-73.4706;US
Saint-Lambert;45.5;-73.5167;CA
Woodhouse;53.358;-1.373;GB
Aldo Bonzi;-34.7083;-58.5181;AR
Westbury;51.26;-2.191;GB
Hadleigh;51.5535;0.6095;GB
Goroka;-6.0833;145.3833;PG
Kew Green;51.5308;-0.2248;GB
Roselle;40.6527;-74.2599;US
Sunny Isles Beach;25.9385;-80.1246;US
Kitagata;35.4369;136.6861;JP
Calne;51.438;-2.005;GB
Jasmine Estates;28.293;-82.6907;US
Carmelo;-33.9999;-58.2847;UY
Acatlan de Osorio;18.2086;-98.0575;MX
Nantwich;53.067;-2.522;GB
Nong Bua Lamphu;17.2042;102.4444;TH
Ashtarak;40.3;44.4;AM
Abbots Langley;51.701;-0.416;GB
Obiliq;42.69;21.0778;XK
North Lynnwood;47.8533;-122.2762;US
Hamtramck;42.3954;-83.056;US
Hampton;51.422;-0.367;GB
Haciqabul;40.0375;48.935;AZ
Ayutla de los Libres;16.9;-99.2167;MX
Schlieren;47.3989;8.4497;CH
Johnstone;55.8346;-4.5027;GB
Bozoum;6.3172;16.3783;CF
Dover;40.002;-76.8699;US
Kapolei;21.3403;-158.0665;US
Mchinji;-13.8167;32.9;MW
Pully;46.5167;6.6667;CH
Patcham;50.864;-0.15;GB
Dawlish;50.581;-3.466;GB
Virovitica;45.8333;17.3833;HR
Mickleover;52.901;-1.552;GB
Redhill;51.2393;-0.1726;GB
Maralal;1.1;36.7;KE
Mountlake Terrace;47.7921;-122.3076;US
Lennox;33.938;-118.3586;US
Hebburn;54.9718;-1.5128;GB
North Plainfield;40.6209;-74.4386;US
Lealman;27.8197;-82.6847;US
Ukmerge;55.2667;24.75;LT
Santa Lucia;-34.4525;-56.3964;UY
Obock;11.9667;43.2833;DJ
Orhei;47.3831;28.8231;MD
Rutana;-3.931;29.993;BI
Adliswil;47.3122;8.5256;CH
La Esperanza;14.3;-88.1833;HN
Luena;-11.79;19.9;AO
Tadaoka-higashi;34.4869;135.4011;JP
North Bay Shore;40.7601;-73.2618;US
Thalwil;47.2953;8.5647;CH
Horsforth;53.8341;-1.6429;GB
Sweetwater;25.7786;-80.376;US
Telavi;41.9167;45.4833;GE
Ceres;-15.3033;-49.6052;BR
Hednesford;52.7115;-2.0006;GB
Makakilo;21.3591;-158.0813;US
Wolfratshausen;47.9133;11.4278;DE
Impfondo;1.6333;18.0667;CG
Quba;41.3653;48.5264;AZ
Birstall;53.7343;-1.6609;GB
Moston;53.5156;-2.1848;GB
Staines-upon-Thames;51.433;-0.517;GB
Dolores;-33.5333;-58.2167;UY
Tecpan de Galeana;17.25;-100.6833;MX
Chemax;20.655;-87.9372;MX
El Rosario;22.9922;-105.8572;MX
Miahuatlan de Porfirio Diaz;16.33;-96.6;MX
McNair;38.9513;-77.4116;US
Wibsey;53.7672;-1.7728;GB
Palisades Park;40.8472;-73.9967;US
Ismayilli;40.7839;48.1439;AZ
Ati;13.2139;18.3403;TD
El Dorado;24.3228;-107.363;MX
Nan;18.7833;100.7833;TH
Cowley;51.733;-1.215;GB
Palau;27.9167;-101.4167;MX
Porthcawl;51.48;-3.69;GB
New Brighton;53.432;-3.049;GB
Bingley;53.8509;-1.838;GB
South San Jose Hills;34.0123;-117.9041;US
Yasothon;15.7883;104.1506;TH
South El Monte;34.0493;-118.0484;US
Belgrave;52.6566;-1.1262;GB
Baguley;53.399;-2.276;GB
Warminster;51.205;-2.181;GB
Ostermundigen;46.9553;7.4833;CH
West Derby;53.4338;-2.907;GB
Haslingden;53.705;-2.328;GB
Bubanza;-3.0833;29.4;BI
Columbia Heights;45.0484;-93.2472;US
Sunbury;51.423;-0.424;GB
Stoke Gifford;51.517;-2.548;GB
Nailsea;51.43;-2.76;GB
Cleckheaton;53.725;-1.719;GB
Somoto;13.4833;-86.5833;NI
Senta;45.9231;20.0731;RS
Shirley;51.3813;-0.0543;GB
Leagrave;51.903;-0.466;GB
Santiago Tuxtla;18.4704;-95.3;MX
Lomita;33.7933;-118.3175;US
Cosham;50.8424;-1.066;GB
Bayshore Gardens;27.4345;-82.5794;US
Enfield Lock;51.6686;-0.026;GB
Acala;16.5533;-92.8069;MX
Agsu;40.5708;48.3928;AZ
Asosa;10.0667;34.5167;ET
North Bellmore;40.6904;-73.539;US
Agstafa;41.1167;45.45;AZ
Harwich;51.934;1.266;GB
Saffron Walden;52.022;0.243;GB
Basford;52.978;-1.169;GB
Comrat;46.3003;28.6572;MD
Guastatoya;14.8539;-90.0686;GT
Kirkland;45.45;-73.8667;CA
Qormi;35.8794;14.4722;MT
West Hempstead;40.6959;-73.6507;US
Arvayheer;46.2639;102.775;MN
Tyldesley;53.5166;-2.4667;GB
Sligo;54.2667;-8.4833;IE
Harrison;40.7431;-74.1531;US
Hilsea;50.83;-1.07;GB
West Chester;39.9601;-75.6058;US
Hakha;22.65;93.6167;MM
Mubende;0.5904;31.37;UG
Ulcinj;41.9236;19.2056;ME
Tidjikja;18.55;-11.4166;MR
Elmwood Park;40.905;-74.1201;US
Stone;52.9;-2.15;GB
Morges;46.5094;6.4986;CH
The Mumbles;51.573;-3.9992;GB
Westmount;45.4833;-73.6;CA
Fazakerley;53.4676;-2.9408;GB
Maldon;51.7318;0.6758;GB
Kebili;33.69;8.971;TN
Wombwell;53.516;-1.4;GB
Eldama Ravine;0.0504;35.72;KE
Tilbury;51.4606;0.3582;GB
Ciudad de Huitzuco;18.3;-99.35;MX
La Cruz;23.9214;-106.8919;MX
Tlaxcala;19.3191;-98.1998;MX
Larkhall;55.737;-3.972;GB
Tecuala;22.4004;-105.46;MX
Schofield Barracks;21.4936;-158.0617;US
Norwood;39.1605;-84.4535;US
Ciudad Guadalupe Victoria;24.4497;-104.1225;MX
Kavieng;-2.5667;150.8;PG
Franconia;38.7682;-77.1587;US
Clayton;53.782;-1.8135;GB
Albany;37.8898;-122.3018;US
Faranah;10.0404;-10.75;GN
Phra Pradaeng;13.659;100.5329;TH
Milton;53.05;-2.142;GB
Santa Catarina Juquila;16.2364;-97.2919;MX
Kidbrooke;51.465;0.033;GB
Shipley;53.833;-1.777;GB
Lezhe;41.7805;19.6434;AL
Santiago Tulantepec;20.0397;-98.3575;MX
Central Falls;41.89;-71.3934;US
Whickham;54.9456;-1.6726;GB
Rodolfo Sanchez Taboada;31.7958;-116.5911;MX
Deysbrook;53.429;-2.934;GB
Mont-Royal;45.5161;-73.6431;CA
La Crescenta-Montrose;34.2322;-118.2353;US
Ciudad Hidalgo;14.6792;-92.1497;MX
Cardenas;22.0103;-99.6522;MX
Barton upon Irwell;53.476;-2.36;GB
Solothurn;47.2081;7.5375;CH
Lynbrook;40.6579;-73.6742;US
Lai;9.4;16.3;TD
Bonnyrigg;55.8747;-3.1031;GB
Budva;42.2847;18.8453;ME
Son La;21.327;103.9141;VN
Tchibanga;-2.9331;10.9831;GA
Macas;-2.3;-78.1167;EC
Partick;55.8699;-4.3125;GB
Netherton;52.4908;-2.0835;GB
Hermosa Beach;33.8654;-118.3966;US
Tillaberi;14.212;1.4531;NE
Seacroft;53.8222;-1.4599;GB
Kawachicho;34.5783;135.7367;JP
Tepoztlan;18.9853;-99.0997;MX
Attapu;14.8;106.8333;LA
Langley Park;38.9897;-76.9808;US
Morristown;40.7966;-74.4772;US
Baildon;53.851;-1.763;GB
Sherrelwood;39.839;-105.0014;US
Mineola;40.7469;-73.6392;US
North Valley Stream;40.684;-73.7077;US
Harrow Weald;51.604;-0.339;GB
Evergreen Park;41.7213;-87.7013;US
Addlestone;51.3695;-0.4901;GB
Pemberton;53.536;-2.6738;GB
Baabda;33.8333;35.5333;LB
West Wickham;51.3765;-0.0193;GB
Binningen;47.5333;7.5667;CH
Apaxco de Ocampo;19.9733;-99.17;MX
Mao;14.1194;15.3133;TD
Saltash;50.408;-4.212;GB
Dzuunmod;47.7069;106.9494;MN
Wellington;50.9755;-3.2243;GB
Bellaire;29.704;-95.4622;US
Harnosand;62.6323;17.9379;SE
Keetmanshoop;-26.5833;18.1333;NA
Paraguari;-25.62;-57.16;PY
Hazel Grove;53.375;-2.111;GB
Northenden;53.4075;-2.2583;GB
Hinche;19.143;-72.004;HT
Hun;29.1167;15.9333;LY
Kimbe;-5.55;150.143;PG
Dong Ha;16.8056;107.0906;VN
Pureparo de Echaiz;19.9;-102;MX
Visaginas;55.6;26.4333;LT
Avenel;40.5839;-74.272;US
North Amityville;40.7005;-73.4118;US
Mansa Konko;13.3773;-15.6786;GM
Prestwick;55.4956;-4.6142;GB
Point Pleasant;40.0772;-74.0702;US
Pakwach;2.45;31.5;UG
Hawthorne;40.9579;-74.1581;US
La Crucecita;15.7753;-96.1425;MX
Rwamagana;-1.9525;30.4378;RW
Buckley;53.172;-3.086;GB
Rock Ferry;53.373;-3.008;GB
Banstead;51.322;-0.204;GB
Siyazan;41.0783;49.1061;AZ
Hythe;51.0716;1.084;GB
Bellwood;41.8829;-87.8762;US
Vicente Guerrero;23.75;-103.9833;MX
Leposaviq;43.1;20.8;XK
Goulmima;31.6944;-4.9592;MA
Sabirabad;40.0053;48.4719;AZ
Clitheroe;53.8711;-2.3916;GB
Bromborough;53.336;-2.978;GB
North Massapequa;40.7031;-73.4678;US
Molde;62.7483;7.1833;NO
Viljandi;58.3633;25.5956;EE
Hendaye;43.3586;-1.7744;FR
Tsetserleg;47.4769;101.4503;MN
Winthrop;42.3751;-70.9847;US
Cerritos;22.4275;-100.2783;MX
Straseni;47.1414;28.6103;MD
Beausoleil;43.7419;7.4236;FR
Pedreiras;-4.5696;-44.67;BR
Idylwood;38.8896;-77.2055;US
Izamal;20.9314;-89.0178;MX
Melksham;51.371;-2.138;GB
Yiewsley;51.513;-0.471;GB
Coquimatlan;19.2038;-103.8086;MX
Bidston;53.402;-3.078;GB
Bryn Mawr-Skyway;47.4949;-122.2411;US
Seabrook;38.9802;-76.8502;US
Yamazaki;34.9028;135.6886;JP
East Massapequa;40.6743;-73.4358;US
Forfar;56.6442;-2.8884;GB
Wallisellen;47.4122;8.5922;CH
Sao Gabriel da Cachoeira;-0.1332;-67.0833;BR
Brookfield;41.8245;-87.847;US
Rutherford;40.8203;-74.1057;US
Bebington;53.35;-3.003;GB
Madera;29.19;-108.1414;MX
Iselin;40.5702;-74.317;US
Tindouf;27.6742;-8.1478;DZ
Kedougou;12.5556;-12.1807;SN
Burke Centre;38.7903;-77.2999;US
Hyattsville;38.9612;-76.9548;US
Pendlebury;53.5075;-2.3154;GB
Dedza;-14.3667;34.3333;MW
Gornalwood;52.523;-2.124;GB
Llantrisant;51.5423;-3.3785;GB
Sing Buri;14.8911;100.4031;TH
Hessle;53.7239;-0.4319;GB
Royston;52.0471;-0.0202;GB
Prachin Buri;14.0567;101.3739;TH
Amblecote;52.46;-2.16;GB
Saint Budeaux;50.4033;-4.1856;GB
Plunge;55.9167;21.85;LT
Sainte-Marthe-sur-le-Lac;45.53;-73.93;CA
Tunapuna;10.6333;-61.3833;TT
Prilly;46.5333;6.6;CH
Selby;53.7818;-1.0703;GB
Orange Walk;18.075;-88.5583;BZ
Torit;4.4167;32.5667;SS
Saatli;39.9311;48.3697;AZ
Stapleford;52.929;-1.274;GB
Akhaltsikhe;41.6389;42.9861;GE
Sa Kaeo;13.8206;102.0589;TH
Bourne;52.7684;-0.3775;GB
Cedar Mill;45.5355;-122.8006;US
Piran;45.5271;13.5685;SI
Eppelheim;49.4011;8.6297;DE
Kretinga;55.8758;21.2508;LT
Thonex;46.2;6.2167;CH
West Drayton;51.5043;-0.4646;GB
Perivale;51.5383;-0.3192;GB
Khasab;26.1833;56.25;OM
Guerrero Negro;27.9589;-114.0561;MX
Merrifield;38.8731;-77.2426;US
Kidlington;51.823;-1.291;GB
Santa Rosalia;27.3389;-112.2669;MX
Valparaiso;22.7667;-103.5667;MX
Rosyth;56.0339;-3.4323;GB
Ban Houayxay;20.2833;100.4167;LA
Kukes;42.0758;20.4231;AL
Dover;40.8859;-74.5597;US
Takoma Park;38.981;-77.0028;US
Puerto Ayora;-0.7444;-90.3139;EC
Brierley Hill;52.4795;-2.1245;GB
Swinton;53.4877;-1.3149;GB
Little Hulton;53.53;-2.418;GB
Marlow;51.57;-0.78;GB
Esquimalt;48.4306;-123.4147;CA
Greenfield;36.3232;-121.2451;US
Glassmanor;38.8181;-76.9836;US
Tak;16.8711;99.125;TH
Sudley;38.7878;-77.4961;US
Phayao;19.1653;99.9036;TH
Caerfyrddin;51.856;-4.316;GB
Deux-Montagnes;45.5333;-73.8833;CA
Mehtar Lam;34.65;70.1833;AF
Villa Union;23.1883;-106.2158;MX
Chitipa;-9.7019;33.27;MW
Bostonia;32.8189;-116.9479;US
Dumont;40.9452;-73.9923;US
Gobabis;-22.45;18.9667;NA
Manassas Park;38.7719;-77.445;US
Rossington;53.4759;-1.0613;GB
Woodmere;40.6374;-73.7219;US
Ojus;25.9563;-80.1606;US
Dutse;11.7992;9.3503;NG
Stanley;53.7145;-1.476;GB
Lowton;53.471;-2.569;GB
South Houston;29.6611;-95.2285;US
Ringwood;50.85;-1.78;GB
Sudbury;51.5537;-0.3199;GB
Wahiawa;21.5005;-158.0198;US
Ilkley;53.925;-1.822;GB
Guachochi;26.8194;-107.07;MX
Live Oak;36.986;-121.9804;US
Kamuli;0.9472;33.1197;UG
Juan Aldama;24.291;-103.394;MX
Ovenden;53.7432;-1.8779;GB
Childwall;53.395;-2.881;GB
Verwood;50.8815;-1.8785;GB
Balancan;17.8;-91.53;MX
Whitby;54.4858;-0.6206;GB
Hetton le Hole;54.8208;-1.4488;GB
Marsabit;2.3333;37.9833;KE
Egg Buckland;50.4006;-4.1136;GB
Trstenik;43.6186;20.9972;RS
Hawick;55.422;-2.787;GB
Wanstead;51.5778;0.0286;GB
Newport Pagnell;52.087;-0.722;GB
Kingstowne;38.7625;-77.1445;US
Brownsville;25.8216;-80.2417;US
Tilehurst;51.4579;-1.0406;GB
Massapequa Park;40.6817;-73.4496;US
Country Walk;25.6331;-80.4353;US
Ma'rib;15.4228;45.3375;YE
Tukums;56.9669;23.1531;LV
Lansdale;40.2417;-75.2812;US
Makokou;0.5667;12.8667;GA
Shenley Church End;52.022;-0.788;GB
Calkini;20.3667;-90.05;MX
Pinewood;25.8697;-80.2174;US
Vincent;34.0982;-117.9238;US
Zaghouan;36.4;10.147;TN
Chaddesden;52.9301;-1.4383;GB
San Ignacio;17.1588;-89.0696;BZ
East Cleveland;41.5318;-81.5795;US
Arbon;47.5167;9.4333;CH
Smethwick;52.4928;-1.9682;GB
Coseley;52.55;-2.083;GB
Brackley;52.032;-1.147;GB
Tempoal de Sanchez;21.5167;-98.3833;MX
Salaspils;56.8614;24.35;LV
Armthorpe;53.5352;-1.0522;GB
Astara;38.44;48.875;AZ
Phrae;18.1436;100.1417;TH
Milngavie;55.9421;-4.3137;GB
Yauco;18.0344;-66.8615;PR
Zvecan;42.9;20.8333;XK
Puerto Carreno;6.1889;-67.4858;CO
Bodmin;50.466;-4.718;GB
Ntungamo;-0.8794;30.2642;UG
Clayton;38.6444;-90.3302;US
L'Ancienne-Lorette;46.8;-71.35;CA
Redruth;50.233;-5.224;GB
Walsall Wood;52.6277;-1.9301;GB
East Rancho Dominguez;33.895;-118.1956;US
Cuilapa;14.279;-90.298;GT
Hollinwood;53.5183;-2.144;GB
Struga;41.1775;20.6789;MK
Streetly;52.577;-1.884;GB
Fraserburgh;57.693;-2.005;GB
Vicente Guerrero;30.7264;-115.9903;MX
Pathum Thani;13.9841;100.5512;TH
Conisbrough;53.479;-1.227;GB
Thorpe Saint Andrew;52.6354;1.3431;GB
Rakvere;59.3506;26.3611;EE
Artesia;33.8676;-118.0806;US
Richmond;-41.3333;173.1833;NZ
Blunsdon Saint Andrew;51.61;-1.79;GB
Herceg Novi;42.4531;18.5375;ME
Evington;52.621;-1.072;GB
Chojnow;51.2667;15.9333;PL
Broughty Ferry;56.4672;-2.8699;GB
Kitui;-1.3667;38.0167;KE
Milford Haven;51.7142;-5.0427;GB
San Francisco;13.7;-88.1;SV
South Orange Village;40.7491;-74.2602;US
Bredbury;53.42;-2.113;GB
New Milford;40.9337;-74.0196;US
Hall in Tirol;47.2833;11.5;AT
Glenmont;39.0698;-77.0467;US
Cherryland;37.6792;-122.1038;US
Little Lever;53.563;-2.369;GB
Moussoro;13.6333;16.4833;TD
Hazel Park;42.4619;-83.0977;US
Ranong;9.9619;98.6389;TH
Hybla Valley;38.7485;-77.0822;US
Nakhon Nayok;14.2031;101.215;TH
Thatto Heath;53.4352;-2.7481;GB
Mahikeng;-25.8653;25.6442;ZA
Radovis;41.6381;22.4644;MK
Sedgley;52.54;-2.123;GB
Minehead;51.2038;-3.4738;GB
Xaignabouli;19.2576;101.7103;LA
Roosevelt;40.6797;-73.5837;US
Koulamoutou;-1.1333;12.4833;GA
Villa Hayes;-25.09;-57.53;PY
Wollaston;52.4619;-2.1663;GB
Backa Topola;45.8089;19.635;RS
Broadwater;50.8282;-0.3742;GB
Aldama;22.9194;-98.0736;MX
Hillcrest Heights;38.8373;-76.9641;US
Mexicaltzingo;19.2092;-99.5858;MX
Buckingham;51.995;-0.986;GB
Castle Bromwich;52.505;-1.7856;GB
Aylestone;52.604;-1.154;GB
Chard;50.8728;-2.9587;GB
Spitalfields;51.5166;-0.075;GB
Four Corners;44.9291;-122.9731;US
Walnut Park;33.9683;-118.222;US
Bryn;53.499;-2.657;GB
Causeni;46.6442;29.4139;MD
Sutton on Hull;53.7806;-0.3047;GB
Midsomer Norton;51.2842;-2.4817;GB
Palmetto Estates;25.6211;-80.3616;US
Silute;55.35;21.4833;LT
Angel R. Cabada;18.5969;-95.4453;MX
East San Gabriel;34.1198;-118.0807;US
Southwick;50.836;-0.239;GB
Avocado Heights;34.0381;-118.0026;US
Anadyr;64.7333;177.5167;RU
Longbenton;55;-1.57;GB
Pelsall;52.631;-1.972;GB
Parkway;38.4993;-121.452;US
Maliana;-8.9917;125.2197;TL
Whakatane;-37.964;176.984;NZ
White Center;47.5086;-122.348;US
Candelaria;18.4043;-66.2175;PR
Ascension;31.0928;-107.9964;MX
Floral Park;40.7226;-73.7029;US
Sukhothai;17.0142;99.8219;TH
Altay;46.3728;96.2572;MN
Asperg;48.9064;9.1414;DE
Thornbury;51.6094;-2.5249;GB
South River;40.4455;-74.3784;US
Peshkopi;41.6831;20.4289;AL
Adelphi;39.0017;-76.9649;US
Gevgelija;41.1392;22.5025;MK
Bellmore;40.6569;-73.5285;US
North New Hyde Park;40.746;-73.6876;US
Allestree;52.9519;-1.4856;GB
Lye;52.459;-2.116;GB
Mosgiel;-45.875;170.348;NZ
Brownhills;52.647;-1.933;GB
North Arlington;40.7875;-74.1273;US
Bull Run;38.7802;-77.5204;US
Stranraer;54.902;-5.027;GB
Stanford;37.4252;-122.1674;US
McFarland;35.6781;-119.2414;US
Uthai Thani;15.38;100.025;TH
Fenton;52.9977;-2.1578;GB
Ainaro;-8.9833;125.5;TL
Parlier;36.6087;-119.5434;US
Edinet;48.1681;27.305;MD
West University Place;29.7157;-95.4321;US
Palanga;55.9167;21.0639;LT
Knutsford;53.3025;-2.3708;GB
Chepstow;51.642;-2.675;GB
Kiboga;0.9161;31.7742;UG
Eggertsville;42.9665;-78.8065;US
Chilwell;52.916;-1.235;GB
Corsham;51.43;-2.19;GB
East Riverdale;38.96;-76.9108;US
Schwyz;47.0205;8.6583;CH
Sonoita;31.8614;-112.8544;MX
Kurdamir;40.3383;48.1608;AZ
La Palma;33.8504;-118.0406;US
La Tour-de-Peilz;46.45;6.8667;CH
Pacific Grove;36.6192;-121.9255;US
Asbury Park;40.2226;-74.0119;US
Cesis;57.3131;25.2747;LV
Goygol;40.5905;46.3239;AZ
Hamworthy;50.7207;-2.0109;GB
Berkley;42.4986;-83.1853;US
Anenecuilco;18.7781;-98.9861;MX
Westbury;40.7599;-73.5891;US
Manga;11.6667;-1.0667;BF
La Grange;41.8072;-87.8741;US
Devizes;51.353;-1.994;GB
Bartica;6.4;-58.6167;GY
Radviliskis;55.8;23.55;LT
Wilkinsburg;40.4442;-79.8733;US
El Fuerte;26.4214;-108.62;MX
Zubin Potok;42.9167;20.6833;XK
Isla Mujeres;21.2084;-86.7115;MX
La Magdalena Chichicaspa;19.4181;-99.3228;MX
Campbelltown;-34.0733;150.8261;AU
Liestal;47.4839;7.735;CH
Chene-Bougeries;46.1833;6.1833;CH
Wordsley;52.483;-2.15;GB
Snaresbrook;51.587;0.0146;GB
Santa Maria Huazolotitlan;16.3014;-97.9125;MX
Paro;27.4333;89.4167;BT
Broughton Astley;52.5278;-1.2275;GB
Seaford;40.6678;-73.4922;US
Ecublens;46.5276;6.5605;CH
Phongsali;21.6836;102.1053;LA
Lambeth;51.4903;-0.1193;GB
Cuencame de Ceniceros;24.8667;-103.7;MX
Quthing;-30.4001;27.7002;LS
West Park;25.984;-80.1923;US
Wallingford;51.599;-1.125;GB
Timperley;53.387;-2.328;GB
Parkstone;50.71;-1.95;GB
San Isidro Buen Suceso;19.1528;-98.1069;MX
Sandridge;51.7808;-0.3038;GB
Gwanda;-20.945;29.025;ZW
Olton;52.4377;-1.8058;GB
Masalli;39.0183;48.6669;AZ
Kenmore;42.9646;-78.8713;US
Fayroz Koh;34.5225;65.2517;AF
Leopold;-38.1892;144.4644;AU
Baucau;-8.4667;126.45;TL
Saucillo;28.0333;-105.2833;MX
Jose Maria Morelos;19.75;-88.7;MX
South Farmingdale;40.7175;-73.4471;US
Woolton;53.374;-2.865;GB
Fords;40.5415;-74.3124;US
Le Grand-Saconnex;46.2333;6.1167;CH
Newport;39.0855;-84.4868;US
Killamarsh;53.3205;-1.3116;GB
Prescot;53.422;-2.814;GB
Huntington;53.9926;-1.043;GB
Dzitbalche;20.3167;-90.05;MX
Caldicot;51.591;-2.7492;GB
Tadjourah;11.7833;42.8833;DJ
Abergavenny;51.824;-3.0167;GB
Eisenstadt;47.8456;16.5189;AT
Rorschach;47.4786;9.4936;CH
Lykovrysi;38.0667;23.7833;GR
Ondorhaan;47.3167;110.65;MN
Sironko;1.2294;34.2481;UG
Debar;41.525;20.5272;MK
Ewa Beach;21.3181;-158.0073;US
Hwlffordd;51.8;-4.97;GB
Pierre;44.3748;-100.3205;US
Abertillery;51.73;-3.13;GB
Hoyland Nether;53.4985;-1.4406;GB
New Cassel;40.76;-73.5649;US
Halawa;21.3753;-157.9185;US
Bargoed;51.69;-3.24;GB
Falls Church;38.8847;-77.1751;US
Franklin Park;40.4439;-74.5432;US
Cayey;18.115;-66.163;PR
Luganville;-15.5126;167.1766;VU
Kriva Palanka;42.2017;22.3317;MK
Forecariah;9.43;-13.098;GN
Jaltenango;15.8725;-92.725;MX
Pincourt;45.3833;-73.9833;CA
Tierra Colorada;17.1656;-99.5264;MX
North Fair Oaks;37.4754;-122.2035;US
Basse Santa Su;13.31;-14.223;GM
Ar Rommani;33.5333;-6.6;MA
